facility_id,facility_name,facility_type,island_id,matched_island_name,atoll_id,matched_atoll_name,address,rooms,beds,berths,phone,email,website,fax,resort_phone,resort_email,resort_fax,operator,owner_lessee,management,match_score,match_status,facility_type_original,atoll_name,island_name
578,Kirulhiya Maldives,guesthouse,180.0,Omadhoo,20.0,Thaa,"Gaaviya, Chaandhanee Magu",5,10,0,9621313,kirulhiyamaldives@gmail.com,www.kirulhiyamaldives.com,-,,,,"Mineral Maldives Pvt Ltd
Dhoonidhooge, 
Vashaimagu, 
Omadhoo, Alifu Dhaalu Atoll, 
Republic of Maldives","Mohamed Naseem  
Chaandhaneege, 
Omadhoo, Alifu Dhaalu Atoll,  
Republic of Maldives",,100.0,matched,Guest House,Alifu Dhaalu,Omadhoo
579,Koamas View,guesthouse,187.0,Keyodhoo,21.0,Vaavu,Happy Night,4,8,0,"9681817
9821894",azzurroali666@gmail.com,,,,,,"Hussain Ali Fulhu 
Happy Night
Keyodhoo, Vaavu Atoll
Republic of Maldives","Hussain Ali Fulhu 
Happy Night
Keyodhoo, Vaavu Atoll
Republic of Maldives",,100.0,matched,Guest House,Vaavu,Keyodhoo
580,Koimala,vessel,,,,,,6,14,0,3323617,admin@voyagesmaldives.com,,,,,,"Voyages Maldives Pvt Ltd (C-0613/1980)
Narugis
Chaandhanee Magu
Male', Republic of Maldives","Seagull Group Pvt Ltd (C-0019/1984)
Narugis
Chaandhanee Magu
Male', Republic of Maldives",,,no_island_provided,Vessel,,
581,Koimala Beach,guesthouse,8.0,Ukulhas,1.0,Alifu Alifu,fenkuri,4,8,0,7910886,abdullanawaaz29@gmail.com,,,,,,"Shakeela Adam 
Endherimaage 
Ukulhas, Alifu Alifu Atoll
Republic of Maldives","Shakeela Adam 
Endherimaage 
Ukulhas, Alifu Alifu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Ukulhas
582,Kokaa Residence,guesthouse,67.0,Kelaa,9.0,Haa Alifu,"Kokaage, Miskiy Magu",3,6,0,9975956,kokaaresidences@gmail.com,kokaaresidences.com,,,,,"Kokaa Residences Pvt Ltd 
G. Male' Hiyaa 1 20-01
Ameenee Magu
Male', Republic of Maldives","Fathimath Hassan 
Kokaage
Kelaa, Haa Alifu Atoll
Republic of Maldives",,100.0,matched,Guest House,Haa Alifu,Kelaa
583,Komandoo Island Resort,resort,165.0,Komandoo,19.0,Shaviyani,,65,130,0,662 1010,main@ctnt.com,,"39064706396
332 6544",662 1010,reservations@komandoo.com,662 1010,"Komandoo Holdings Pvt. Ltd. 
CHP-3
Kandi Dhon Manik Goalhi
Male', Republic of Maldives","Komandoo Holdings Pvt. Ltd.
CHP-3
Kandi Dhon Manik Goalhi
Male', Republic of Maldives",,100.0,matched,Resort,Lhaviyani,Komandoo
584,Kondey Garden Villa,guesthouse,,,6.0,Gaafu Alifu,White Wall,6,12,0,7773529,ahmedjinahu@gmail.com,www.kondeycillas.com,,,,,"Golden Roof Pvt Ltd 
M. Kaaviya,3rd Floor
Handhuvaree Hingun
Male', Republic of Maldives","Ahmed Jinah 
Golden Heart
Kondey, Gaafu Alifu Atoll
Republic of Maldives",,,unmatched,Guest House,Gaafu Alifu,Kondey
585,Kuda Villingili Resort Maldives,resort,,,11.0,Kaafu,,99,198,0,3322660,nahiz.ali@mfarhotels.com,,,,reservations@kudavillingili.com / gm-kudavillingili@mfarhotels.com,,"MFAR Kudavillingili Pvt Ltd
H. Magma (3rd Floor)
Nasheed & Co LLP 
Sikka Goalhi 
Male', Republic of Maldives","MFAR Kudavillingili Pvt Ltd 
H. Magma (3rd Floor)
Nasheed & Co LLP 
Sikka Goalhi 
Male', Republic of Maldives",,,unmatched,Resort,Kaafu,Kudavillingili
586,Kudadoo Maldives Private island,resort,,,13.0,Lhaviyani,,17,34,0,3386545,aslam@ctnt.com,,3326544,6622000,reservations@kudadoo.com,6622000,"Champalars Holdings Pvt Ltd
M. Champa Building, 4th Floor
Kandi Dhonmaniku Goalhi
Male', Republic of Maldives","Champalars Holdings Pvt Ltd
M. Champa Building, 4th Floor
Kani Dhonmaniku Goalhi
Male', Republic of Maldives",-,,unmatched,Resort,Lhaviyani,Kudadhoo
587,Kudafushi Resort & Spa,resort,,,17.0,Raa,"Kudafushi, Raa Atoll",107,214,0,658-0080,reservations@kudafushiresort.com,,,7774982,ali@abnmaldives.com,7774982,"Silver Drift Maldives Pvt Ltd
H. Eggamuge Aage, 
Karankaa Magu, 
Male', Republic of Maldives","Ali Zahir 
H. Iruvelige
Moonimaa Hingun
Male', Republic of Maldives",-,,unmatched,Resort,Raa,Kudafushi
588,Kudhi Boli Beach House,guesthouse,97.0,Thulusdhoo,11.0,Kaafu,Vaijeheyge,8,16,0,7976651,ayazu79@gmail.com,,,,,,"Blue Atoll Pvt Ltd 
Vaijeheyge
Thulusdhoo, Kaafu Atoll
Republic of Maldives","1. Niyaaz Mohamed 
2. Ageel Mohamed 
3. Ayaz Mohamed 
4. Nashida Mohamed 
Vaijeheyge
Thulusdhoo, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Thulusdhoo
589,Kue Maafushi,guesthouse,96.0,Maafushi,11.0,Kaafu,"Marvel, Haveeree Hingun",20,40,0,9131623,raidwaleed@gmail.com,www.kuehotelscom,-,,,,"SW Hotels and Trading Pvt Ltd
Hulhumale', POLCO Tower C 1106
Male', Republic of Maldives","Madheeha Hameed             
Musthareege, 
Maafushi, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Maafushi
590,Kunaa Beach Inn,guesthouse,186.0,Fulidhoo,21.0,Vaavu,"Hiyalee Gulshan, Banafsa Higun",6,12,0,7800090 / 7660241,kunaabeachinn70@gmail.com,,,,,,"Kunaa Beach Inn (SP)
Fazaal Thaufeeg 
Hiyalee Ufaa
Fulidhoo, Vaavu Atoll
Republic of Maldives","Nasreena Saeed 
Hiyalee Ufaa
Fulidhoo, Vaavu Atoll
Republic of Maldives",,100.0,matched,Guest House,Vaavu,Fulidhoo
591,Kuramathi Maldives,resort,,,1.0,Alifu Alifu,,395,790,0,3323080,iyaz.waheed@universalenterprises.com,,3333618,6660527,info@kuramathi.com,6660556,"Universal Enterprises Pvt. Ltd. 
H. 39, Orchid Magu
Male', Republic of Maldives","Universal Enterprises Pvt. Ltd. 
H. 39, Orchid Magu
Male', Republic of Maldives",,,unmatched,Resort,Alifu Alifu,Kuramathi
592,Kuredhi Beach Inn,guesthouse,96.0,Maafushi,11.0,Kaafu,"1. Gahaa & 2. Galaxy, Ziyaarai Magu",12,24,0,9655500,kuredhibeachinn@gmail.com,http://kuredhibeach.com/,,,,,"Kuredhi Beach Inn (SP)
Ahmed Rasheed 
H. Aazaadhuge
Roashanee Magu
Male', Republic of Maldives","1. Hussain Miyad
Sabnamge
Maafushi, Kaafu Atoll
Republic of Maldives

2. Ibrahim Miyad 
Comrade Villa
Maafushi, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Maafushi
593,Kuredhi View,guesthouse,97.0,Thulusdhoo,11.0,Kaafu,"Mazaa, Finihiyaa Hingun",20,40,0,7778614,asalym304@gmail.com,,-,,,,"Galore Line Pvt Ltd  
Ma. Aihaa, 6th Floor, 
Saimaa Goalhi, 
Male', Republic of Maldives","Abdul Muhusin 
Bijilee Ufaa, 
Thulusdhoo, Kaafu Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Thulusdhoo
594,Kuredhivaru Resort and Spa,resort,,,16.0,Noonu,,111,222,0,3322999,"m.gruszecki@zenresorts.site
r.rahman@zenresort.site",,,656-3000,Resort.Kuredhivaru.Reservations@movenpick.com,656-3000,"Zen Resort Pvt. Ltd 
H. Dhoorihaa, 5th floor, 5B, 
Kalaafaanu Hingun, 
Male', Republic of Maldives","Zen Resort Pvt. Ltd
H. Dhoorihaa, 5th floor, 5B, 
Kalaafaanu Hingun, 
Male', Republic of Maldives",-,,unmatched,Resort,Noonu,Kuredhivaru
595,Kuredu Island Resort,resort,,,13.0,Lhaviyani,,389,778,0,3326545,main@ctnt.com,,3326544,662-0337,info@kuredu.com / reservations@kuredu.com,662-0337,"Kuredhu Holdings (Pvt) Ltd. 
M. Champa Building, 4th Floor, Kandidhonmaniku Goalhi, Male', Republic ofMaldives","Kuredhu Holdings (Pvt) Ltd. 
M. Champa Building, 4th Floor, Kandidhonmaniku Goalhi, Male', Republic ofMaldives",,,unmatched,Resort,Lhaviyani,Kuredu
596,Kuri Beach View Inn,guesthouse,180.0,Omadhoo,20.0,Thaa,"Theeni,  Lily Magu",3,6,0,7416965,kuribeachvilla@gmail.com,,,,,,"Kuri Beach View Inn (SP)
Adnan Mohamed 
Malthereyge
Omadhoo, Alifu Dhaalu Atoll
Republic of Maldives","Adnan Mohamed 
Malthereyge
Omadhoo, Alifu Dhaalu Atoll
Republic of Maldives",,100.0,matched,Guest House,Alifu Dhaalu,Omadhoo
597,Kuri Himandhoo Inn,guesthouse,,,1.0,Alifu Alifu,Hazeleen,3,6,0,9993949,,,,,,,"Kuri Business LLP 
Beauty 
Himandhoo, Alifu Alifu Atoll
Republic of Maldives","Riyasa Ahmed 
Udhares 
Himandhoo, Alifu Alifu Atoll
Republic of Maldives",,,unmatched,Guest House,Alifu Alifu,Himandhoo
598,Kuri Inn,guesthouse,180.0,Omadhoo,20.0,Thaa,Kuri,4,8,0,"7416965
7914119","info@kuriinn.net
kuriinngh@gmail.com",,-,,,,"Kuri Inn (SP) | 
Ahmed Shareef  
Gulbakaage, 
Omadhoo, Alifu Dhaalu Atoll, Republic of Maldives","Ahmed Shareef 
Gulbakaage, 
Omadhoo, Alifu Dhaalu Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Alifu Dhaalu,Omadhoo
599,Kurumba Maldives,resort,,,11.0,Kaafu,,181,362,0,3323080,kurumba@kurumba.com.mv,,3333618,6643885,kurumba@kurumba.com,,"Vihamanaafushi Holdings Pvt Ltd (C-0448/2011)
39, Orchid Magu
Male'City, Republic of Maldives","Mr. Mohamed Umar Manik  (A053530)
M. Rukkara
Male', Republic of Maldives",,,unmatched,Resort,Kaafu,Vihamanaafushi
600,L.V.I.S Blancura,guesthouse,19.0,Dharavandhoo,3.0,Baa,Haathorn & Zeesham,11,22,0,7793646,info@lvishotels.com,www.lvishotels.com,3300422,,,,"L.V.I.S Private Limited 
M. Naainfaruge
Male', Republic of Maldives","1. Ahmed Shahid 
Kothari Villa
B. Dharavandhoo
Rep. of Maldives
2. Aishath Shaira 
Feerozuge
B. Dharavandhoo
Republic. of Maldives",,100.0,matched,Guest House,Baa,Dharavandhoo
601,L.V.I.S Village,guesthouse,19.0,Dharavandhoo,3.0,Baa,Finivai,6,12,0,7793646,info@lvishotels.com,,,,,,"L.V.I.S Pvt Ltd 
H. SP Villa, Ground Floor
Roashanee Magu
Male', Republic of Maldives","Mohamed Shafeeg Moosa 
Janavareege
Dharavandhoo, Baa Atoll
Republic of Maldives",,100.0,matched,Guest House,Baa,Dharavandhoo
602,La Due Thulusdhoo,guesthouse,97.0,Thulusdhoo,11.0,Kaafu,Samee Manzil,3,6,0,9746423,craxy143@gmail.com,,,,,,"Ladue Private Limited
Samee Manzil
K. Thulusdhoo
Republic of Maldives","Fathimath Saudha
Samee Manzil
K. Thulusdhoo
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Thulusdhoo
603,La Isla Tropica,guesthouse,175.0,Guraidhoo,20.0,Thaa,Lainoofaruge,4,8,0,7799960,dioramamaldives@gmail.com,,,,,,"Diorama Pvt Ltd 
M. Pearl Ma Villa
Male', Republic of Maldives","Saudulla 
Lainoofaruge
Guraidhoo, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Guraidhoo
604,La Luna Boutique,guesthouse,,,2.0,Alifu Dhaalu,Bageechaage,4,8,0,7366099,lalunamaldivesmail@gmail.com,www.lalunaboutique-maldives.com,,,,,"La Luna Maldives Pvt Ltd 
Nishan 
Dhangethi, Alifu Dhaalu Atoll
Republic of Maldives","1. Abdul Raheem Faruhad 
Bageechaage
Dhangethi, Alifu Dhaalu Atoll
Republic of Maldives 
2. Aishath Hussain
Bageechaage 
Dhangethi, Alifu Dhaalu Atoll
Republic of Maldives
3. Ahmed Fareeh 
H. Thanbee Aage
Male', Republic of Maldives",,,unmatched,Guest House,Alifu Dhaalu,Dhangethi
605,La Palma Suites,guesthouse,8.0,Ukulhas,1.0,Alifu Alifu,"Maafolhey Villa, Orchid Magu",7,14,0,7744008,info@lapalmavillahotel.com,https://www.instagram.com/la_palma_suites_?utm_source=qr&igsh=dGc3YWJheHVpZDNs,-,,,,"La Palma Suites (SP) | 
Ahmed Jailam  
Cadburys,
Jumhooree Magu,
Ukulhas, Alifu Alifu Atoll, 
Republic of Maldives","Mohamed Hassan 
Maafolhey Villa,  
Ukulhas, Alifu Alifu Atoll,  
Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Ukulhas
606,La Palma Villa,guesthouse,8.0,Ukulhas,1.0,Alifu Alifu,Cadburys Jumhooree Magu,6,12,0,9646363,jailam19@gmail.com,,,,,,"Mohamed Naeem 
Cadburys
Ukulhas, Alifu Alifu Atoll
Republic of Maldives","Mohamed Naeem 
Cadburys
Ukulhas, Alifu Alifu Atoll
Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Ukulhas
607,La Pearl Mathiveri,guesthouse,5.0,Mathiveri,1.0,Alifu Alifu,"S.N Beach, Husnuheenaa Magu",15,30,0,9887719,lapearlmathiveri@gmail.com,https://lapearlmathiveri.com/,--,,,,"Aya Ocean Pvt Ltd 
Haveyli,
Felidhoo, Vaavu Atoll,
Republic of Maldives","Mohamed Sameer 
S.N Villa,
Mathiveri, Alifu Alifu Atoll,
Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Mathiveri
608,Lagoon Lodge,guesthouse,153.0,Hithadhoo,18.0,Seenu,Lagoon View,12,24,0,7675585,lagoonlodges2@gmail.com,www.thelagoonlodge.com,-,,,,"Southern Services Pvt Ltd 
Shaula, 
Hithadhoo, Seenu Atoll, 
Addu City, Republic of Maldives","Ibrahim Mohamed Didi
Lagoon View, 
Hithadhoo, Seenu Atoll, 
Addu City, Republic of Maldives",,100.0,matched,Guest House,Seenu,Hithadhoo
609,Lagoon View Maldives,guesthouse,1.0,Bodufolhudhoo,1.0,Alifu Alifu,Bodufolhudhoo Guesthouse Sarahadhdhu,9,18,0,7979019,admin@lagoonviewmaldives.com,www.lagoonviewmaldives.com,-,,,,"Adventure Lagoon (SP) | Mohamed Naseem Ahmed
G. Ferose
Lonuziyaaraiy Magu
Male', Republic of Maldives","Secretariat of the North Ari Atoll Bodufolhudhoo Council 
AA. Bodufolhudhoo
Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Bodufolhudhoo
610,Lagoon Villa Thoddoo,guesthouse,7.0,Thoddoo,1.0,Alifu Alifu,"Waarey Villa, Shaheed Ali Hingun",20,40,0,9922227,hello@lagoonvillathoddoo.com,http://www.lagoonvillathoddoo.com/,-,,,,"Sparkling Maldives (SP)| 
Abdulla Nihan 
Asrafeege,
Thoddoo, Alifu Alifu Atoll, 
Republic of Maldives","Wadeefa Moosa 
Meenaaz, 
Thoddoo, Alifu Alifu Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Thoddoo
611,Lagoona Sunset,guesthouse,96.0,Maafushi,11.0,Kaafu,"Fenfulhafi, Rahvashaa Hingun",14,28,0,"9997657
9552090",haisham@gmail.com,,,,,,"Lagoona Sunset (SP) | Adam Naseer
Saathee, Komandoo, Shaviyani Atoll, Republic of Maldives","Ahmed Amir 
Fenfulhafi, Maafushi, Kaafu Atoll, Republic of Maldives",,100.0,matched,Guest House,Kaafu,Maafushi
612,Laguna Retreat,guesthouse,151.0,Vaadhoo,17.0,Raa,"Funamaa Palace, Ranikilege Magu",10,20,0,9181227 / 9163634,"info@thelagunaretreat.com
funamabrothers@gmail.com",,,,,,"Savinasi (SP)
Saeed Ali 
Funamaa Palace 
Vaadhoo, Gaafu Dhaalu Atoll
Republic of Maldives","Saeed Ali 
Funamaa Palace 
Vaadhoo, Gaafu Dhaalu Atoll
Republic of Maldives",,100.0,matched,Guest House,Gaafu Dhaalu,Vaadhoo
613,Lazzlla Apartments,homestay,,,11.0,Kaafu,"Hulhumale' Lot 20018, 2nd Floor, Nikagasmagu",2,4,0,9905927 / 9910999,lazzllamaldives@gmail.com,,,,,,"Lazzlla Maldives Pvt Ltd 
Hulhumale Phase 2 , Lot 20018 , 5A
Nirolhu magu
Male', Republic of Maldives","Mohamed Ibrahim
M. Nalareethige
Male', Republic of Maldives",,,unmatched,Home Stay,Kaafu,Male'
614,Le Méridien Maldives Resort and Spa,resort,,,13.0,Lhaviyani,,157,314,0,3346439,philip@asters.com.mv,,,4008888,reservations.maldives@lemeridien.com,4008888,"CT At Thilamaafushi Pvt Ltd 
H. Asters Building
Ameer Ahmed Magu
Male', Republic of Maldives","CT At Thilamaafushi Pvt Ltd 
H. Asters Building
Ameer Ahmed Magu
Male', Republic of Maldives","Marriott Hotels Maldives Pvt Ltd
H. Millenia Tower, #04-01
10 Ameer Ahmed Magu
Male', Republic of Maldives",,unmatched,Resort,Lhaviyani,Thilamaafushi and Bodufinolhu
615,Leaf Fish Guesthouse Maldives,guesthouse,187.0,Keyodhoo,21.0,Vaavu,Jazeela Manzil,5,10,0,9958884,info@leaffish-maldives.com,www.leaffish-maldives.com,,,,,"Leaf Fish Guesthouse Maldives (SP)
Abdulla Hameed 
Hiyaalee, 
Fonadhoo, Laamu Atoll, 
Republic of Maldives","Mohamed Moosa 
Jazeelaa Manzil, 
Keyodhoo, 
Vaavu Atoll, Republic of Maldives",,100.0,matched,Guest House,Vaavu,Keyodhoo
616,Leisure Boutique,guesthouse,96.0,Maafushi,11.0,Kaafu,"Vivid-209, 08, Rahvashaa Hingun",12,24,0,7776146,admin@leisureboutiquehotel.com,www.leisureboutiquehotel.com,,,,,"Leisure Boutique (SP) | Mohamed Musthafa 
Vivid, Rahvashaa Hingun, 
Maafushi, Kaafu Atoll, 
Republic of Maldives","Mohamed Musthafa 
Vivid, Rahvashaa Hingun, 
Maafushi, Kaafu Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Maafushi
617,LemonRock Comfort,guesthouse,,,11.0,Kaafu,"M. Lemon Rock, Kulhlhavah Goalhi",20,40,0,7771051,cyryxshareef@hotmail.com,www.lemonrockcomfort.com,-,,,,"Nalafalhu Holidays Pvt Ltd 
Ma. Light Corner 1, Ground Floor, Keneree Magu, Male',Republic of Maldives","Ahmed Shareef 
Nooreege, Hulhudhoo, Seenu Atoll, Republic of Maldives",,,unmatched,Guest House,Kaafu,Male'
618,Leviq Inn,homestay,,,11.0,Kaafu,"Floor 1 and 2 Hulhumale', Lot No. 10134  Halaveli Magu",5,10,0,7239222,abaaaibrahim@gmail.com,,-,,,,"Leviq (SP)
Mariyam Shaba Ibrahim 
Hulhumale', 10156 (Migrate) 
Male', Republic of Maldives","Abdulla Shahid 
Hulhumale', 10156 (Migrate) 
Male', Republic of Maldives",,,unmatched,Home Stay,Kaafu,Male'
619,Lhohi Inn,guesthouse,130.0,Lhohi,16.0,Noonu,"Noovilaage, Orchid Magu",10,20,0,7605072,lhohiinn@gmail.com,http://lhohiinn.com/,,,,,"Lhohi Inn (SP)
Husnee Yoosuf 
Noovilaage
Lhohi, Noonu Atoll
Republic of Maldives","Rugiyya Abdulla 
Noovilaage
Lhohi, Noonu Atoll
Republic of Maldives",,100.0,matched,Guest House,Noonu,Lhohi
620,Lhohi White Sand,guesthouse,130.0,Lhohi,16.0,Noonu,"Kuri, Rehendhi Hingun",6,12,0,7999982,lhohiwhitesand@gmail.com,www.lhohiwhitesand.com,-,,,,"Lhohi White Sand (SP)| 
Mohamed Faris 
Fehivina, 
Lhohi, Noonu Atoll, 
Republic of Maldives","Abdul Wahid Adam 
Kuri, 
Lhohi, Noonu Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Noonu,Lhohi
621,Liberty Guest House,guesthouse,16.0,Mahibadhoo,2.0,Alifu Dhaalu,Feroas,6,12,0,"7603000
7772984",info@libertyguesthouse.mv,www.libertyguesthouse.mv,3300618,,,,"Highlander Group Pvt Ltd 
H. Funvilu, 3rd Floor - 3A
Ameenee Magu
Male', Republic of Maldives","Fareedha Ali 
Feroas
Adh. Mahibadhoo
Republic of Maldives",,100.0,matched,Guest House,Alifu Dhaalu,Mahibadhoo
622,Like Home,guesthouse,186.0,Fulidhoo,21.0,Vaavu,"Paris, Kaneeru Magu",6,12,0,7583888,zoebakker68@gmail.com,,,,,,"Emmanuel Pvt Ltd 
M. Fathaha
Majeedhee Magu
Male',Republic of Maldives","Adam Waheed
Paris
Kaneeru Magu
Fulidhoo, Vaavu Atoll
Republic of Maldives",,100.0,matched,Guest House,Vaavu,Fulidhoo
623,Lily Beach Resort,resort,,,2.0,Alifu Dhaalu,,125,250,0,331 7464,"admin@lilyhotels.com

Website: www.lilybeachmaldives.com",,331 7466,6680013,admin@lilyhotels.com,6680013,"Lily Hotels Pvt. Ltd. 
H. Fasmeeru Building, 2nd Floor,
Boduthakurufaanu Magu,
Male', Republic of Maldives","Lily Hotels Pvt. Ltd. 
H. Fasmeeru Building, 2nd Floor,
Boduthakurufaanu Magu,
Male', Republic of Maldives",-,,unmatched,Resort,Alifu Dhaalu,Huvahendhoo
624,Lily Rest,guesthouse,96.0,Maafushi,11.0,Kaafu,Blue Sky,5,10,0,7939050,lilyrestmaldives@gmail.com,,,,,,"Aminath Sakha
Blue Sky 
Maafushi, Kaafu Atoll
Republic of Maldives","Ahmed Asim
Blu Sky 
Maafushi, Kaafu Atoll 
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Maafushi
625,Local Travel Beach Maldives,guesthouse,13.0,Hangnaameedhoo,2.0,Alifu Dhaalu,Sea or Water,4,8,0,9571801,info.localtravel@gmail.com,localtravelbeach.wordpress.com,,,,,"Local Travel Beach (SP)
Imad Adam
Blue Heaven
Hangnaameedhoo, Alifu Dhaalu Atoll
Republic of Maldives","Imad Adam 
Blue Heaven
Hangnaameedhoo, Alifu Dhaalu Atoll
Republic of Maldives",,100.0,matched,Guest House,Alifu Dhaalu,Hangnaameedhoo
626,Loft Maldives,guesthouse,131.0,Maafaru,16.0,Noonu,Yellow Fin,8,16,0,9884948,mariyam.loffu@gmail.com,,,,,,"Loft Maldives (SP)
Mariyam Lofwath
Wite Rose
Dhigurah, Alifu Dhaalu Atoll
Republic of Maldives","Ahmed Salih
Iramaage
Dhigurah, Alifu Dhaalu Atoll
Repulic of Maldives",,100.0,matched,Guest House,Noonu,Maafaru
627,Lofts by Bliss,guesthouse,10.0,Dhigurah,2.0,Alifu Dhaalu,"Arutha, Mirihi Magu",4,8,0,7201234,info@bliss.mv,www.bliss.mv,,,,,"Z Foundation Pvt Ltd 
M. Seena, 05th Floor
Varudhee Hingun
Male', Republic of Maldives","Ahmed Nadeem 
Night Rose
Dhigurah, Alifu Dhaalu Atoll
Republic of Maldives",,100.0,matched,Guest House,Alifu Dhaalu,Dhigurah
628,"Luau Beach Inn, Maldives",guesthouse,186.0,Fulidhoo,21.0,Vaavu,Dheyliyaage,14,28,0,7786641,info@luaubeachinnmaldives.com,www.luaubeachinnmaldives.com,,,,,"""Dial Trade & Travels Pte Ltd
M. Salma Store
Orchid Magu
Male', Rep.of Maldives""","""Aminath Naeema (A085405)
Dheyliyaage
V. Fulidhoo
Rep. of Maldives""",,100.0,matched,Guest House,Vaavu,Fulidhoo
629,Lukinn,guesthouse,94.0,Huraa,11.0,Kaafu,Ufanveli,4,8,0,7792896,"matheen2896@gmail.com
info.lukinn@gmail.com",http://www.lukinn.com/,-,,,,"Whizz Chain Pvt Ltd 
Hulhumale' Lot no. 11304, Rabarugas Magu 6, 
Male', Republic of Maldives","Hamid Shameem 
Ufanveli, 
Huraa, Kaafu Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Huraa
630,Lumeire Sands,guesthouse,175.0,Guraidhoo,20.0,Thaa,Hirigaa,11,22,0,7906446,lumeireholidays@gmail.com,www.lumeire.mv,-,,,,"Lumeire Holidays Pvt Ltd 
Hirigaa, 
Guraidhoo, Kaafu Atoll, 
Republic of Maldives","Ahmed Shihaam  
Handhuvaree Manzil 
Guraidhoo, Kaafu Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Guraidhoo
631,"Lux* South Ari Atoll, Maldives",resort,,,2.0,Alifu Dhaalu,,193,386,0,331 2204,reservation@luxresorts.com / stay@luxmaldivesresort.com,,331 7508,668-0901,reservation@luxresorts.com / stay@luxmaldivesresort.com,668-0901,"White Sands Resort and Spa Pvt Ltd
Jazeera Building, 5th Floor
Boduthakurufaanu Magu
Male', Republic of Maldives","Ari Beach Co Pvt Ltd
M.Kinbidhooge
Izzudheen Magu
Male', Republic of Maldives",,,unmatched,Resort,Alifu Dhaalu,Dhidhdhoofinolhu
632,Maa Thundi,guesthouse,61.0,Fuvahmulah,8.0,Gnaviyani,"Dhandimagu, Maa Thundi, Boashi Magu",18,36,0,7783740,dhimohd@gmail.com,,,,,,"Maa Thundi (SP)
Mohamed Ibrahim 
Hoadhadu, Dharuma
Fuvahmulah, Gnaviyani Atoll
Republic of Maldives","Mohamed Ibrahim 
Hoadhadu, Dharuma
Fuvahmulah, Gnaviyani Atoll
Republic of Maldives",,100.0,matched,Guest House,Gnaviyani,Fuvahmulah
633,Maafolhey Han'dhaan,homestay,8.0,Ukulhas,1.0,Alifu Alifu,"Maafolhey Han'dhaan, Muithoshi Goalhi",2,4,0,7737302,adhunasir7373@gmail.com,,,,,,"Maafolhey Han'dhaan (SP)
Abdul Nasir Ali 
Maafolheyge
Muithoshi Goalhi
Ukulhas, Alifu Alifu Atoll
Republic of Maldives","Fazeela Hassan
Maafolhey Han'dhaan
Ukulhas, Alifu Alifu Atoll
Republic of Maldives",,100.0,matched,Home Stay,Alifu Alifu,Ukulhas
634,Maafushi View,guesthouse,96.0,Maafushi,11.0,Kaafu,Manzil,4,8,0,+960 9816788,isse.fathy@gmail.com,,+960 9816788,,,,"Ismail Fathi (A051560)
Bulbulaage
Maakurathu, Raa Atoll
Republic of Maldives","Mohamed Saeed (A070098)
Manzil
Maafushi, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Maafushi
635,Maagiri Hotel,hotel,,,11.0,Kaafu,"H. MaagiriBoduthakurufaanu MaguMale', Republic of Maldives",52,104,0,"3318484
7944146
7710309",info@maagirihotel.com,,3318585,,,,"Maagiri Investment Pvt Ltd 
Fasmeeru Building, 2nd Floor
Male'. Republic of Maldives","Naseema Mohamed Kaleyfaanu 
H. Maagiri
Male', Republic of Maldives","Maagiri Investment Pvt Ltd 
Fasmeeru Building, 2nd Floor
Male'. Republic of Maldives",,unmatched,Hotel,Kaafu,Male'
636,Maahaa Maldives,vessel,,,,,,7,16,0,7774703,madhuree2@gmail.com,,,,,,"Shareef Abdulla
Male' Dhaftharu 1152
Male', Republic of Maldives","Shareef Abdulla
Male' Dhaftharu 1152
Male', Republic of Maldives",,,no_island_provided,Vessel,,
637,Maamadi Boutique,guesthouse,96.0,Maafushi,11.0,Kaafu,Gulshan,8,16,0,"7771353, 7776590",maamadimv@gmail.com,,,,,,"Maamadi Pvt Ltd  
M. Madhan 
Male', Republic of Maldives","Sirmeena Mohamed
Abadhahfehi 
Maafushi, kaafu Atoll 
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Maafushi
